,Cy3 Pixel Values (Arb.U.),FITC Pixel Values (Arb.U.)
2037,943,933
2038,962,861
2039,957,869
2040,946,819
2041,905,831
2042,895,726
2043,950,782
2044,892,794
2045,876,803
2046,893,787
2047,856,824
2048,870,764
2049,919,755
2050,849,719
2051,747,758
2052,822,767
2053,833,750
2054,862,740
2055,885,771
2056,870,811
2057,920,739
2058,836,822
2059,826,789
2060,937,849
2061,894,838
2062,846,742
2063,957,833
2064,941,827
2065,919,830
2066,926,892
2067,876,899
2068,949,906
2069,908,873
2070,958,838
2071,966,856
2072,982,869
2073,962,816
2074,957,788
2075,941,858
2076,930,789
2077,905,799
2078,926,927
2079,950,854
2080,866,861
2081,941,825
2082,966,832
2083,926,850
2084,894,849
2085,874,823
2086,979,795
2087,942,821
2088,939,859
2089,875,796
2090,925,782
2091,850,752
2092,802,708
2093,885,790
2094,747,747
2095,795,725
2096,879,749
2097,864,760
2098,876,858
2099,818,769
2100,920,795
2101,929,780
2102,914,780
2103,987,861
2104,928,780
2105,935,870
2106,869,820
2107,904,882
2108,927,818
2109,925,758
2110,913,814
