,CY3_Intensity,GFP_Intensity,Label
1216,13269,35428,3
1217,13014,35645,3
1218,13301,36186,3
1219,13266,35751,3
1220,13520,36114,3
1221,13125,35901,3
1222,13120,35895,3
1223,13156,36370,3
1224,12864,35860,3
1225,13264,36115,3
1226,13380,35681,3
1227,13306,35972,3
1228,13301,35604,3
1229,13302,35422,3
1230,12837,35432,3
1231,13306,35499,3
1232,12901,34985,3
1233,12901,35131,3
1234,12640,34689,3
1235,12937,34839,3
1236,12687,34405,3
1237,12462,34183,3
1238,12282,33964,3
1239,12063,33783,3
1240,12063,33636,3
1241,12027,32689,3
1242,12103,33130,3
1243,11740,32256,3
1244,11553,32143,3
1245,11479,31231,3
1246,11225,30356,3
1247,11015,30948,3
1248,11005,30211,3
1249,10787,29993,3
1250,10605,29262,3
1251,10313,28352,3
1252,10095,28387,3
1253,9652,26890,3
1254,9547,26311,3
1255,9186,25404,3
1256,8746,25036,3
1257,8413,23973,3
1258,7947,22999,3
1259,7693,21759,3
1260,7068,19860,3
1261,6599,18625,3
1262,6941,20284,3
1263,7555,20862,3
1264,8101,22352,3
1265,8355,23479,3
1266,8828,24352,3
1267,8937,25515,3
1268,9478,25984,3
1269,9701,27261,3
1270,10137,27770,3
1271,10324,28357,3
1272,10428,29043,3
1273,11010,29479,3
1274,11228,30606,3
1275,11047,30824,3
1276,11464,31342,3
1277,11815,32029,3
1278,11774,31952,3
1279,12019,32620,3
1280,12138,33006,3
1281,12138,33805,3
1282,12543,33592,3
1283,12575,34097,3
1284,12938,34097,3
1285,12865,34751,3
1286,12938,34860,3
1287,12829,35114,3
1288,13266,35260,3
1289,13084,35333,3
1290,13266,35151,3
1291,13125,35519,3
1292,13229,36387,3
1293,13520,36169,3
1294,13306,36029,3
1295,13447,35914,3
1296,13193,36242,3
1297,13379,36682,3
1298,13562,36283,3
1299,13743,36392,3
1300,13270,36065,3
1301,13302,36061,3
1302,13338,36278,3
1303,13743,35991,3
1304,13739,35842,3
1305,13520,36097,3
